bowler,total_balls,total_runs,total_wickets,boundaries_conceded,dots,economy,dot_pct,wicket_rate
A Symonds,3666,3226,93,259,1697,5.279869067103109,0.46290234588106927,0.02536824877250409
A Tagilala,21,21,0,1,8,6.0,0.38095238095238093,0.0
A Taylor,163,129,5,6,98,4.748466257668712,0.6012269938650306,0.03067484662576687
A Tector,157,170,2,28,89,6.496815286624203,0.5668789808917197,0.012738853503184714
A Thorpe,270,238,15,21,148,5.288888888888889,0.5481481481481482,0.05555555555555555
A Thyagarajan,6,7,0,1,2,7.0,0.3333333333333333,0.0
A Tissera,33,57,4,6,13,10.363636363636363,0.3939393939393939,0.12121212121212122
A Tripathi,13,26,2,4,4,12.0,0.3076923076923077,0.15384615384615385
A Trivedi,6,15,0,2,2,15.0,0.3333333333333333,0.0
A Turay,88,93,12,7,28,6.340909090909091,0.3181818181818182,0.13636363636363635
A Turkmen,350,388,17,42,159,6.651428571428571,0.4542857142857143,0.04857142857142857
A Ueda,8,8,1,1,4,6.0,0.5,0.125
A Umetani,16,23,0,3,8,8.625,0.5,0.0
A Vaidya,282,204,16,11,186,4.340425531914893,0.6595744680851063,0.05673758865248227
A Vailoa,110,101,9,14,65,5.50909090909091,0.5909090909090909,0.08181818181818182
A Vala,3153,2442,108,200,1580,4.647002854424358,0.5011100539169046,0.03425309229305423
A Venkatesh,260,281,22,28,95,6.484615384615385,0.36538461538461536,0.08461538461538462
A Vessik,323,209,17,8,227,3.8823529411764706,0.7027863777089783,0.05263157894736842
A Virdi,302,294,7,33,140,5.841059602649007,0.46357615894039733,0.023178807947019868
A Wanjira,349,298,15,35,205,5.123209169054442,0.5873925501432665,0.04297994269340974
A Wanninayake,115,102,4,8,50,5.321739130434782,0.43478260869565216,0.034782608695652174
A Wellington,1945,1474,63,137,1065,4.547043701799486,0.5475578406169666,0.032390745501285345
A Wijewardhana,147,146,5,17,66,5.959183673469388,0.4489795918367347,0.034013605442176874
A Williams,119,78,6,6,80,3.9327731092436977,0.6722689075630253,0.05042016806722689
A Wright,546,470,28,37,240,5.164835164835165,0.43956043956043955,0.05128205128205128
A Yon,186,204,16,15,72,6.580645161290323,0.3870967741935484,0.08602150537634409
A Zampa,8631,8714,347,828,3388,6.0576989920055615,0.39253852392538524,0.04020391611632487
A Zimunu,615,537,17,61,366,5.239024390243903,0.5951219512195122,0.027642276422764227
A van Schoor,84,58,2,3,48,4.142857142857143,0.5714285714285714,0.023809523809523808
A van den Berg,44,45,3,6,21,6.136363636363637,0.4772727272727273,0.06818181818181818
A van der Merwe,133,85,2,7,78,3.834586466165413,0.5864661654135338,0.015037593984962405
AA Alleyne,2363,2334,81,278,1210,5.926364790520525,0.5120609394837071,0.03427845958527296
AA Banner,12,17,0,1,1,8.5,0.08333333333333333,0.0
AA Donald,155,134,1,18,95,5.187096774193549,0.6129032258064516,0.0064516129032258064
AA Gajic,303,388,21,45,117,7.683168316831683,0.38613861386138615,0.06930693069306931
AA Hussein,40,55,2,7,15,8.25,0.375,0.05
AA Jimoh,76,73,5,8,33,5.7631578947368425,0.4342105263157895,0.06578947368421052
AA Moiane,8,10,0,1,6,7.5,0.75,0.0
AA Navicha,124,147,10,16,49,7.112903225806451,0.3951612903225806,0.08064516129032258
AA Noffke,100,88,7,9,47,5.279999999999999,0.47,0.07
AA Onikoyi,34,34,0,3,15,6.0,0.4411764705882353,0.0
AA Paradkar,279,317,13,44,126,6.817204301075269,0.45161290322580644,0.04659498207885305
AA Patil,789,762,41,73,311,5.79467680608365,0.394169835234474,0.051964512040557666
AA Premji,57,46,3,4,27,4.842105263157895,0.47368421052631576,0.05263157894736842
AA Rahayu,433,388,29,40,216,5.3764434180138565,0.49884526558891457,0.06697459584295612
AAA Amsterdam,93,74,2,5,45,4.774193548387097,0.4838709677419355,0.021505376344086023
AAH Bhikari,31,53,3,8,8,10.258064516129032,0.25806451612903225,0.0967741935483871
AAM Eliane,63,78,1,8,25,7.428571428571429,0.3968253968253968,0.015873015873015872
AAP Atkinson,710,839,25,118,347,7.090140845070422,0.4887323943661972,0.035211267605633804
AAP Rivero,490,428,33,26,216,5.240816326530612,0.44081632653061226,0.0673469387755102
AAS Silva,537,325,19,27,330,3.631284916201117,0.6145251396648045,0.035381750465549346
AAhan Achar,449,403,14,41,207,5.385300668151448,0.4610244988864143,0.031180400890868598
AB Agarkar,3474,2873,109,349,2057,4.962003454231433,0.5921128382268278,0.03137593552101324
AB Chawla,198,120,5,10,122,3.6363636363636362,0.6161616161616161,0.025252525252525252
AB Dinda,799,867,31,112,376,6.510638297872341,0.47058823529411764,0.03879849812265332
AB Kamara,277,288,17,36,134,6.238267148014441,0.48375451263537905,0.061371841155234655
AB Kaur,957,1009,29,129,467,6.326018808777429,0.48798328108672934,0.030303030303030304
AB Martinez,60,46,0,3,47,4.6,0.7833333333333333,0.0
AB Mengoumou,33,70,1,10,9,12.727272727272727,0.2727272727272727,0.030303030303030304
AB Slebsager,219,239,10,22,125,6.5479452054794525,0.5707762557077626,0.045662100456621
AB de Villiers,201,205,7,22,90,6.119402985074627,0.44776119402985076,0.03482587064676617
ABY Smith,286,255,11,13,119,5.34965034965035,0.4160839160839161,0.038461538461538464
AC Agar,3013,2842,99,238,1227,5.659475605708596,0.4072353136408895,0.032857616993030206
AC Botha,696,514,25,41,367,4.431034482758621,0.5272988505747126,0.035919540229885055
AC Brodin,41,31,2,1,28,4.536585365853659,0.6829268292682927,0.04878048780487805
AC Cummins,203,181,4,16,118,5.34975369458128,0.5812807881773399,0.019704433497536946
AC Dawson,245,211,2,16,113,5.16734693877551,0.46122448979591835,0.00816326530612245
AC Douglas,252,275,18,26,94,6.5476190476190474,0.373015873015873,0.07142857142857142
AC Evans,2365,2323,93,288,1256,5.893446088794926,0.5310782241014799,0.03932346723044398
AC Frame,22,26,0,3,12,7.090909090909091,0.5454545454545454,0.0
AC Jayangani,3505,3338,127,334,1485,5.714122681883024,0.42368045649072755,0.0362339514978602
AC Kerr,6500,5541,237,500,2986,5.114769230769231,0.4593846153846154,0.03646153846153846
AC Lenham,1233,1189,30,116,530,5.785888077858881,0.42984590429845904,0.024330900243309004
AC Mushangwe,363,207,25,15,206,3.4214876033057853,0.5674931129476584,0.06887052341597796
AC Septien,73,40,4,4,55,3.2876712328767126,0.7534246575342466,0.0547945205479452
AC Thomas,688,723,15,84,335,6.305232558139535,0.48691860465116277,0.02180232558139535
AC Voges,279,269,8,19,106,5.78494623655914,0.37992831541218636,0.02867383512544803
ACF Stokes,403,374,29,37,181,5.568238213399503,0.4491315136476427,0.07196029776674938
ACI Lovell,12,25,0,5,4,12.5,0.3333333333333333,0.0
AD Diwan Ali,27,29,0,2,14,6.444444444444445,0.5185185185185185,0.0
AD Janakanthymala,67,47,2,4,36,4.208955223880597,0.5373134328358209,0.029850746268656716
AD Kamania,2,2,1,0,0,6.0,0.0,0.5
AD Mascarenhas,1083,977,27,100,538,5.412742382271468,0.4967682363804247,0.024930747922437674
AD Mathews,6379,5441,183,582,3329,5.117730051732246,0.5218686314469353,0.028687882113183884
AD Presland,212,149,5,10,129,4.216981132075471,0.6084905660377359,0.02358490566037736
AD Russell,3596,4130,134,510,1612,6.890989988876529,0.4482758620689655,0.03726362625139043
AD Thomason,406,467,15,53,175,6.901477832512315,0.43103448275862066,0.03694581280788178
AD de Lange,48,39,0,4,29,4.875,0.6041666666666666,0.0
ADJ Pitcher,38,38,0,4,17,6.0,0.4473684210526316,0.0
ADL Stokoe,74,67,3,9,40,5.4324324324324325,0.5405405405405406,0.04054054054054054
ADS Fletcher,28,26,0,2,11,5.571428571428571,0.39285714285714285,0.0
AE Dyson,213,198,4,27,133,5.577464788732394,0.6244131455399061,0.018779342723004695
AE Isesele,42,63,5,11,14,9.0,0.3333333333333333,0.11904761904761904
AE Moe,7,7,0,0,3,6.0,0.42857142857142855,0.0
AE Paraam,678,610,24,70,345,5.398230088495575,0.5088495575221239,0.035398230088495575
AE Satterthwaite,1331,1154,42,110,613,5.202103681442524,0.46055597295266715,0.03155522163786627
AE Smith,115,51,4,5,91,2.660869565217391,0.7913043478260869,0.034782608695652174
AEMP Durayalage,31,28,1,1,19,5.419354838709677,0.6129032258064516,0.03225806451612903
AEN Riley,144,135,3,9,56,5.625,0.3888888888888889,0.020833333333333332
AF Aoina,246,211,16,19,133,5.146341463414634,0.540650406504065,0.06504065040650407
AF Giles,1720,1218,41,72,896,4.248837209302326,0.5209302325581395,0.023837209302325583
AF Gleadall,88,103,3,12,36,7.022727272727273,0.4090909090909091,0.03409090909090909
AF Ifill,525,540,32,54,236,6.171428571428572,0.44952380952380955,0.06095238095238095
AF Mapu,138,115,2,11,91,5.0,0.6594202898550725,0.014492753623188406
AF Milne,3446,3643,126,473,1721,6.343006384213581,0.4994196169471851,0.03656413232733604
AG Bailey,152,207,3,30,60,8.171052631578947,0.39473684210526316,0.019736842105263157
AG Cremer,3905,3398,111,292,1803,5.220998719590269,0.4617157490396927,0.028425096030729832
AG Dugmore,8,12,0,1,1,9.0,0.125,0.0
AG Gordon,111,88,2,13,74,4.756756756756757,0.6666666666666666,0.018018018018018018
AG Prince,12,3,0,0,9,1.5,0.75,0.0
AG Rao,228,204,8,22,115,5.368421052631579,0.5043859649122807,0.03508771929824561
AG Salter,1427,1246,23,117,652,5.238962859145059,0.45690259285213736,0.0161177295024527
AG Wakely,6,24,0,4,0,24.0,0.0,0.0
AG Weligamage,212,333,7,49,96,9.424528301886792,0.4528301886792453,0.0330188679245283
AG Wharf,562,403,18,48,351,4.302491103202847,0.6245551601423488,0.03202846975088968
AGC Vimukthi,62,65,0,9,33,6.290322580645161,0.532258064516129,0.0
AGR Loudon,37,38,0,4,15,6.162162162162162,0.40540540540540543,0.0
AH Maqsood,2981,2569,135,236,1382,5.170748071117075,0.46360281784636026,0.04528681650452868
AH Miller,232,232,3,30,122,6.0,0.5258620689655172,0.01293103448275862
AH Thomson,35,47,0,6,13,8.057142857142857,0.37142857142857144,0.0
AI Chudasama,1127,856,42,86,622,4.557231588287489,0.551907719609583,0.037267080745341616
AISD Kainoco,30,38,1,4,15,7.6,0.5,0.03333333333333333
AIV Benatar,218,156,16,8,147,4.293577981651376,0.6743119266055045,0.07339449541284404
AJ Ball,60,57,0,7,26,5.7,0.43333333333333335,0.0
AJ Bichel,1297,943,33,84,781,4.362374710871242,0.6021588280647648,0.025443330763299923
AJ Blake,163,184,2,21,58,6.773006134969325,0.3558282208588957,0.012269938650306749
AJ Burger,98,104,3,10,37,6.367346938775511,0.37755102040816324,0.030612244897959183
AJ Finch,306,302,5,31,123,5.921568627450981,0.4019607843137255,0.016339869281045753
AJ Hall,2845,2218,93,221,1564,4.6776801405975394,0.5497363796133568,0.032688927943760986
AJ Healy,12,12,0,2,6,6.0,0.5,0.0
AJ Hosein,4247,4225,163,454,1894,5.968919237108547,0.4459618554273605,0.03838003296444549
AJ Ireland,960,861,24,113,553,5.38125,0.5760416666666667,0.025
AJ Kenealy,515,450,12,60,301,5.242718446601942,0.5844660194174758,0.02330097087378641
AJ Macleod,285,255,7,26,133,5.368421052631579,0.4666666666666667,0.02456140350877193
AJ Malan,66,54,3,4,39,4.909090909090909,0.5909090909090909,0.045454545454545456
AJ McKay,1008,851,30,106,591,5.065476190476191,0.5863095238095238,0.02976190476190476
AJ Michael,102,146,5,19,34,8.588235294117647,0.3333333333333333,0.049019607843137254
AJ Mosca,30,49,1,4,4,9.8,0.13333333333333333,0.03333333333333333
AJ Neal,579,440,15,33,274,4.5595854922279795,0.47322970639032813,0.025906735751295335
AJ Parmar,443,461,37,40,159,6.243792325056434,0.35891647855530473,0.0835214446952596
AJ Redmond,18,24,2,2,3,8.0,0.16666666666666666,0.1111111111111111
AJ Strauss,6,3,0,0,4,3.0,0.6666666666666666,0.0
AJ Turner,309,290,10,25,138,5.631067961165049,0.44660194174757284,0.032362459546925564
AJ Tye,2276,2417,119,279,1023,6.3717047451669595,0.44947275922671354,0.05228471001757469
AJA Samuels,108,139,3,19,53,7.722222222222222,0.49074074074074076,0.027777777777777776
AK Bangura,159,182,9,22,74,6.867924528301887,0.46540880503144655,0.05660377358490566
AK Gokoel,397,385,20,35,198,5.818639798488665,0.4987405541561713,0.05037783375314862
AK Gonerara,169,167,8,16,91,5.928994082840236,0.5384615384615384,0.047337278106508875
AK Kitchen,37,46,2,7,16,7.459459459459459,0.43243243243243246,0.05405405405405406
AK Maguire,915,952,39,100,371,6.242622950819672,0.4054644808743169,0.04262295081967213
AK Markram,1739,1836,42,193,735,6.3346751006325475,0.4226566992524439,0.024151811385853938
AK Muslar,38,61,1,8,12,9.631578947368421,0.3157894736842105,0.02631578947368421
AK Perera,42,50,0,7,17,7.142857142857143,0.40476190476190477,0.0
AK Peters,126,122,2,12,66,5.809523809523809,0.5238095238095238,0.015873015873015872
AK Russell,459,494,7,53,161,6.457516339869281,0.35076252723311546,0.015250544662309368
AK Shukla,19,18,0,2,10,5.684210526315789,0.5263157894736842,0.0
AL Casime,54,51,2,7,39,5.666666666666667,0.7222222222222222,0.037037037037037035
AL Hughes,1559,1433,32,132,680,5.515073765234125,0.43617703656189866,0.02052597819114817
AL Kandappah,1,4,0,1,0,24.0,0.0,0.0
AL Kerai,6,10,0,2,3,10.0,0.5,0.0
AL Kerrison,30,40,0,4,12,8.0,0.4,0.0
AL MacDonald,159,105,4,10,92,3.9622641509433962,0.5786163522012578,0.025157232704402517
AL Mangue,42,73,1,9,13,10.428571428571429,0.30952380952380953,0.023809523809523808
AL Mundundo,306,212,17,9,186,4.1568627450980395,0.6078431372549019,0.05555555555555555
AL Phehlukwayo,3982,4137,150,456,1754,6.233550979407333,0.4404821697639377,0.03766951280763436
AL Seddon,181,202,5,24,81,6.696132596685082,0.44751381215469616,0.027624309392265192
AL Stephen,1105,897,48,106,663,4.870588235294118,0.6,0.04343891402714932
AL Tiwari,15,21,0,2,6,8.4,0.4,0.0
AL Watkins,63,65,3,5,21,6.190476190476191,0.3333333333333333,0.047619047619047616
AM Ali,120,129,2,11,43,6.45,0.35833333333333334,0.016666666666666666
AM Bacher,108,66,3,3,56,3.6666666666666665,0.5185185185185185,0.027777777777777776
AM Blignaut,1436,1201,30,125,862,5.018105849582173,0.6002785515320335,0.020891364902506964
AM Ellis,556,539,16,63,272,5.816546762589928,0.4892086330935252,0.02877697841726619
AM Fernando,1294,1301,40,166,685,6.032457496136012,0.5293663060278208,0.030911901081916538
AM Foreman,369,339,8,40,194,5.512195121951219,0.5257452574525745,0.02168021680216802
AM French,181,202,6,26,102,6.696132596685082,0.56353591160221,0.03314917127071823
AM Green,469,492,22,62,222,6.294243070362473,0.47334754797441364,0.046908315565031986
AM Guruge,649,675,37,82,316,6.240369799691833,0.4869029275808937,0.05701078582434515
AM Hardie,1173,1205,43,154,594,6.163682864450128,0.5063938618925832,0.03665814151747655
AM Healey,279,183,14,8,161,3.935483870967742,0.5770609318996416,0.05017921146953405
AM Hicks,25,26,2,2,10,6.239999999999999,0.4,0.08
AM Kamara,694,553,26,56,392,4.780979827089337,0.5648414985590778,0.037463976945244955
AM Kimote,1554,1667,101,184,705,6.436293436293436,0.45366795366795365,0.064993564993565
AM Kupito,14,21,0,3,7,9.0,0.5,0.0
AM Lilley,612,635,11,59,242,6.2254901960784315,0.3954248366013072,0.017973856209150325
AM McCarthy,24,22,0,2,9,5.5,0.375,0.0
AM Nayar,20,17,0,1,10,5.1,0.5,0.0
AM Northcote,48,37,0,2,23,4.625,0.4791666666666667,0.0
AM Oyede,111,99,1,7,51,5.351351351351352,0.4594594594594595,0.009009009009009009
AM Patel,129,108,6,9,76,5.023255813953488,0.5891472868217055,0.046511627906976744
AM Peterson,902,712,42,71,441,4.7361419068736135,0.48891352549889133,0.04656319290465632
AM Phangiso,1451,1294,51,127,707,5.350792556857339,0.487250172294969,0.03514817367332874
AM Rajpurohit,66,107,3,16,20,9.727272727272727,0.30303030303030304,0.045454545454545456
AM Samad,69,93,2,12,32,8.08695652173913,0.463768115942029,0.028985507246376812
AM Tribe,350,327,9,38,175,5.605714285714286,0.5,0.025714285714285714
AM Varma,71,76,0,10,30,6.422535211267605,0.4225352112676056,0.0
AM Vaughan,204,160,5,13,94,4.705882352941177,0.46078431372549017,0.024509803921568627
AM Zepeda,373,308,8,17,216,4.954423592493297,0.579088471849866,0.021447721179624665
AMCD Abeysinghe,376,237,12,21,244,3.7819148936170213,0.648936170212766,0.031914893617021274
AMN Andersen,14,18,0,2,7,7.7142857142857135,0.5,0.0
AN Davidson-Richards,1601,1474,57,150,793,5.524047470331044,0.49531542785758903,0.03560274828232355
AN Hyobeom,99,124,4,14,40,7.515151515151516,0.40404040404040403,0.04040404040404041
AN Kelly,2940,2616,152,283,1419,5.338775510204082,0.4826530612244898,0.05170068027210884
AN Kervezee,31,36,0,5,12,6.967741935483871,0.3870967741935484,0.0
AN Lascu,131,196,8,27,46,8.977099236641221,0.3511450381679389,0.061068702290076333
AN Petersen,9,7,0,0,6,4.666666666666667,0.6666666666666666,0.0
AN Toube,118,145,5,17,47,7.372881355932203,0.3983050847457627,0.0423728813559322
AO Morgan,25,32,0,4,6,7.68,0.24,0.0
AO Suji,281,303,6,32,131,6.469750889679715,0.46619217081850534,0.021352313167259787
AP Adegbola,135,102,2,7,79,4.533333333333333,0.5851851851851851,0.014814814814814815
AP Agathangelou,55,56,0,7,25,6.109090909090909,0.45454545454545453,0.0
AP Devcich,407,380,7,32,173,5.601965601965603,0.4250614250614251,0.0171990171990172
AP Gillespie,13,14,2,1,4,6.461538461538462,0.3076923076923077,0.15384615384615385
AP O'Connor,194,192,2,22,96,5.9381443298969065,0.4948453608247423,0.010309278350515464
AP Palladino,629,577,17,55,283,5.503974562798092,0.44992050874403816,0.02702702702702703
APC Kilowan,230,86,11,6,181,2.243478260869565,0.7869565217391304,0.04782608695652174
AQM Yako,20,11,0,0,12,3.3,0.6,0.0
AR Adams,912,838,32,117,525,5.5131578947368425,0.5756578947368421,0.03508771929824561
AR Balla,8,16,0,3,3,12.0,0.375,0.0
AR Bisht,40,39,0,2,19,5.85,0.475,0.0
AR Caddick,604,389,18,48,419,3.8642384105960264,0.6937086092715232,0.029801324503311258
AR Cusack,1770,1684,79,170,837,5.708474576271186,0.4728813559322034,0.04463276836158192
AR Leo,160,196,10,19,60,7.35,0.375,0.0625
AR McBrine,5444,4387,132,401,2779,4.835047759000735,0.5104702424687729,0.024246877296105803
AR Menon,6,12,0,2,1,12.0,0.16666666666666666,0.0
AR Naidoo,18,52,0,8,1,17.333333333333332,0.05555555555555555,0.0
AR Nurse,2466,2358,54,212,1025,5.737226277372263,0.41565287915652877,0.021897810218978103
AR Patel,4932,4535,176,483,2354,5.517031630170316,0.4772911597729116,0.035685320356853206
AR Patwa,95,100,2,12,44,6.315789473684211,0.4631578947368421,0.021052631578947368
AR Perez Rivero,19,20,2,2,7,6.315789473684211,0.3684210526315789,0.10526315789473684
AR Puri,1197,1239,43,130,535,6.2105263157894735,0.4469507101086048,0.03592314118629908
AR Ramjani,1541,1189,113,111,767,4.629461388708631,0.49772874756651525,0.07332900713822194
AR Shetty,438,456,11,51,185,6.2465753424657535,0.4223744292237443,0.02511415525114155
AR Sylvester,108,89,2,12,62,4.944444444444445,0.5740740740740741,0.018518518518518517
AR Valdez,128,149,3,13,52,6.984375,0.40625,0.0234375
AR White,353,271,12,12,150,4.606232294617564,0.42492917847025496,0.0339943342776204
ARG Thomas,38,51,1,9,18,8.052631578947368,0.47368421052631576,0.02631578947368421
ARH Patel,7,4,0,0,6,3.4285714285714284,0.8571428571428571,0.0
ARI Umeed,60,37,4,2,27,3.7,0.45,0.06666666666666667
ARJ Ogborne,821,740,25,94,467,5.40803897685749,0.5688185140073082,0.030450669914738125
AS Abioye,209,162,13,12,111,4.650717703349282,0.5311004784688995,0.06220095693779904
AS Basra,42,47,1,7,17,6.714285714285714,0.40476190476190477,0.023809523809523808
AS Dale,539,444,19,57,322,4.942486085343228,0.5974025974025974,0.03525046382189239
AS Dean,78,66,3,6,35,5.076923076923077,0.44871794871794873,0.038461538461538464
AS Hansra,653,602,17,55,287,5.531393568147014,0.43950995405819293,0.026033690658499236
AS Hasaranga,34,37,2,6,19,6.529411764705882,0.5588235294117647,0.058823529411764705
AS Joseph,5017,5165,197,614,2476,6.176998206099263,0.49352202511461035,0.03926649392066972
AS Luseno,68,58,4,8,43,5.117647058823529,0.6323529411764706,0.058823529411764705
AS Mehmi,139,172,6,19,49,7.424460431654676,0.35251798561151076,0.04316546762589928
AS Nadkarni,15,13,0,2,11,5.2,0.7333333333333333,0.0
AS Perera,221,134,9,14,137,3.6380090497737556,0.6199095022624435,0.04072398190045249
